trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.07372097807744857}",20,6,-30.439010746435816,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.07352146220938077}",25,0,-9.781728089142423,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.07332355751067665}",20,0,8.91156050396343,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.07312724241271307}",20,0,11.675367541534598,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.07293249574894728}",20,0,-3.2239917457778464,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.07273929674533079}",30,0,-21.22327164421064,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.07254762501100116}",25,16,-9.148765181295062,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.07235746052924216}",20,0,-34.71460169172543,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.07216878364870323}",20,0,-42.84394936049587,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.07198157507486945}",20,0,-35.41982528025659,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.07179581586177382}",30,0,13.32886173112316,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.0716114874039433}",20,0,0.9805446007297887,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.07142857142857142}",20,0,-16.797775242933582,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.07124704998790965}",30,0,32.531680542006306,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.07106690545187015}",25,0,-21.15202508506028,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.07088812050083358}",20,0,-22.338414967416885,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.07071067811865475}",20,0,19.47518927730373,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.07053456158585983}",20,0,8.229697778598833,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.07035975447302918}",20,0,-49.69037534925935,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.07018624063435965}",20,0,-2.28467322858638,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.07001400420140048}",30,0,23.104812470506808,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.06984302957695782}",20,15,7.5945922768519845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.06967330142916177}",30,0,7.318289850762724,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.06950480468569159}",25,0,-41.96325225812955,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.06933752452815364}",25,0,-42.86587952694887,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.06917144638660747}",20,0,-12.105239606357637,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.06900655593423542}",20,0,-7.646102217314206,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.06884283908215143}",20,0,16.698372413441604,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.06868028197434452}",25,0,-25.89591884500987,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.06851887098275317}",20,9,5.647987336815808,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.06835859270246633}",25,11,1.1294539422568781,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.06819943394704735}",20,0,28.170623719568695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.06804138174397717}",20,3,0.911237846566276,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.06788442333021306}",20,0,-9.111664220194076,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.06772854614785964}",35,0,-10.306703194720694,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.06757373783994859}",25,0,-2.2868215259220754,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.06741998624632421}",25,0,-14.974591728685198,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.06726727939963124}",25,0,21.89642908325048,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.06711560552140243}",25,0,10.98629057078677,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.06696495301824251}",20,0,-4.533326005608801,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.0668153104781061}",20,0,21.377923592706153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.06666666666666667}",25,0,4.988249570912027,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.06651901052377393}",30,0,-70.80279005282556,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.0663723311599972}",25,0,16.214757737980435,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.06622661785325219}",25,10,10.476648993366869,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.06608186004550898}",20,0,-0.37315909573496797,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.0659380473395787}",20,0,-7.5755884246152805,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.0657951694959769}",25,10,-17.79055132680252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.06565321642986127}",25,0,-37.0931642686132,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.06551217820804184}",25,0,18.015073456956305,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.06537204504606134}",25,0,2.949326480890549,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.06523280730534423}",20,13,-11.546537876352755,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.06509445549041194}",25,20,6.408538094300296,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.06495698024616309}",20,0,6.165784471559968,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.06482037235521644}",25,0,19.765049548421434,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.06468462273531508}",20,1,-0.82155579417059,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.06454972243679027}",20,0,18.774776780160686,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.06441566264008308}",20,0,28.19364705394402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.0642824346533225}",30,0,23.651746461560577,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.06415002990995841}",25,0,-29.48194484776492,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.06401843996644799}",30,14,22.731490904823186,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.06388765649999399}",20,0,-39.619733260331806,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.06375767130633382}",30,0,-27.735367849467487,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.06362847629757777}",30,0,-22.210082104922474,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.06350006350009525}",20,0,-9.108504598415166,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.06337242505244779}",25,0,-27.196988434147343,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.06324555320336758}",20,0,-0.2134951679517859,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.06311944030978031}",20,0,17.461704131287394,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.0629940788348712}",20,0,-38.88002743299074,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.06286946134619315}",30,18,4.095499122032827,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.06274558051381586}",20,0,-0.2610295415886571,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.06262242910851495}",20,0,16.915051673698645,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.0625}",20,0,13.098080503322462,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.06237828615518053}",30,0,-30.206618841862866,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.062257280636469035}",20,5,-25.308354823355607,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.062136976600120006}",25,0,-10.310905979413972,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.062017367294604234}",30,0,12.22874280408717,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.061898446059017294}",30,0,-30.40873369742766,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.06178020632152154}",20,9,18.689815685582438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.061662641597820735}",20,0,-23.682824454925914,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.06154574548966636}",20,0,3.7178152437406684,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.06142951168339512}",30,12,16.544396421379847,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06131393394849658}",20,0,14.51735402628162,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.06119900613621046}",20,0,20.947341694143415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.06108472217815261}",20,0,-1.9650346949834885,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.06097107608496923}",20,0,-43.01702451739939,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.06085806194501846}",20,8,3.8596614661859006,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.0607456739230787}",20,0,-21.59050718501848,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.06063390625908324}",25,0,26.41426832333373,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.060522753266880246}",30,0,27.28253255818982,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.0604122093330177}",25,0,-22.306396259739092,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.060302268915552716}",25,0,-4.844473666246504,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.0601929265428846}",20,0,4.1364594041496545,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.06008417681261097}",25,0,-20.742864515621356,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.05997601439040672}",25,0,-4.13323826155115,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.05986843400892496}",25,0,19.998779408271005,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.05976143046671968}",25,0,-7.712175714895681,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.05965499862718936}",25,0,1.7348790689239426,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.05954913341754137}",20,0,11.014505036643019,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.0594438298277764}",25,6,25.622917735329832,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05933908290969266}",25,0,29.047325856158174,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.05923488777590923}",30,1,-23.484052248518637,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05913123959890826}",20,0,13.102447243268266,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.059028133610095526}",20,0,9.190694872787434,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.05892556509887897}",25,0,-23.631701026123352,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.058823529411764705}",20,0,17.825774500914157,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.058722021951470346}",25,0,18.061619179183193,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.05862103817605492}",20,0,11.96026009323048,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.058520573598065284}",25,0,0.6129710672311255,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.0584206237836986}",20,0,25.4251316905092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.05832118435198043}",20,0,-19.233653261230952,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.0582222509739582}",20,0,14.464457164768621,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.05812381937190964}",25,12,7.83476374340092,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.058025885318565944}",25,0,17.38615204745939,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.057928444636349226}",25,3,-26.59990735542655,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.05783149319662402}",25,0,20.665814379969316,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.05773502691896257}",25,11,2.555513522699338,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.0576390417704235}",20,0,-12.523862286659105,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.0575435337648436}",25,0,-44.72448207142446,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.0574484989621426}",20,0,-16.110694850982924,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.057353933467640436}",20,0,-21.415294887653552,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.057259833431386825}",30,0,41.07710500971625,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.05716619504750295}",25,0,-37.803324967227105,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.05707301455353496}",20,0,15.708700665834558,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.05698028822981897}",25,0,13.961318189392866,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.05688801239885743}",20,0,25.53209772271372,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.05679618342470648}",35,0,-37.174539529891504,"{0: 28, 1: 1, 2: 6, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.05670479771237427}",20,0,-20.162824963518915,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.05661385170722978}",20,0,-43.31821198084417,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.05652334189442215}",25,0,-6.017047911431963,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.05643326479831003}",20,8,-34.67855178608644,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.0563436169819011}",25,13,-2.6456750729369727,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.0562543950463012}",25,0,-1.8529955196318584,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.05616559563017304}",20,0,19.719292834272608,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.056077215409204434}",25,1,26.85445057230577,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.05598925109558543}",35,14,33.425578989720854,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.05590169943749474}",20,1,-3.978037637870321,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.05581455721859476}",25,11,15.815438834537387,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.05572782125753528}",20,0,-9.232158933336724,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.055641488407465724}",30,11,-2.6819825890255995,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.05555555555555555}",25,0,16.15026038814053,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.05547001962252291}",20,0,-29.92543223126166,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.05538487756217113}",25,4,13.880846275035225,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.0553001263609331}",20,0,16.03078892736884,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.05521576303742327}",20,0,-23.16419360626916,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.055131784641997125}",20,0,-19.657238188482417,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.055048188256318034}",25,0,-1.2313745993325511,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.05496497099293127}",20,0,6.836992454731305,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.05488212999484517}",20,0,-23.80859502646257,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.0547996624351191}",25,0,4.459890753977337,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.054717565516458275}",25,0,10.456524935762856,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.05463583647081531}",35,0,-1.8934975146031305,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.0545544725589981}",20,14,10.457735572603568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.05447347107028433}",35,0,0.9937401105816179,"{0: 31, 1: 1, 2: 3, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.05439282932204212}",35,0,22.300217883296668,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.054312544659356844}",30,0,18.752896393437354,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.05423261445466404}",30,0,33.980805632488455,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.05415303610738823}",20,0,-7.455874810165971,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.05407380704358752}",30,0,-43.463776022176404,"{0: 23, 1: 0, 2: 7, 3: 0, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.05399492471560388}",25,0,-14.796240833027571,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.053916386601719206}",25,0,-63.09958546058554,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.05383819020581655}",30,4,22.76577923869866,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.053760333057047034}",20,0,-1.7926350968025908,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.0536828127095019}",20,0,-51.46260887382229,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.05360562674188974}",20,0,23.036127655902398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.05352877275721892}",30,0,16.97952408245668,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.05345224838248487}",25,0,-7.533979889556354,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.05337605126836238}",20,0,-18.865290326873716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.053300179088902604}",30,0,25.792882254223642,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.05322462954123495}",20,16,7.110533566788451,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.05314940034527339}",30,0,22.341494879910442,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.053074489243427524}",20,0,-14.350620946608469,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.052999894000318}",25,0,-20.644464895305227,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.05292561240249631}",20,0,12.08641597059608,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.05285164225816899}",25,0,-30.360076452362364,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.05277798139692595}",30,12,-14.092889766784584,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.05270462766947299}",30,0,4.752793910773079,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.05263157894736842}",35,0,42.72784582458702,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.052558833122763673}",20,0,-13.78609638101996,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.0524863881081478}",25,0,-31.65385125034688,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.052414241836095915}",30,0,7.548893781461537,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
365,False,"{'a': 0.5, 'e': 0.052342392259021375}",20,0,-27.39971989020456,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.05227083734893167}",25,0,5.37588919858835,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.052199575097188054}",20,0,-29.79426801925541,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
